date,Year,Month,Hour,weekday,product_code,quantity
10/28/2014,2014,10,276,Tuesday,M01AE,3.48
10/29/2014,2014,10,276,Wednesday,M01AE,1.0
10/30/2014,2014,10,276,Thursday,M01AE,1.0
10/31/2014,2014,10,276,Friday,M01AE,2.45
11/1/2014,2014,11,276,Saturday,M01AE,2.34
11/3/2014,2014,11,276,Monday,M01AE,4.33
11/4/2014,2014,11,276,Tuesday,M01AE,1.0
11/5/2014,2014,11,276,Wednesday,M01AE,1.68
11/6/2014,2014,11,276,Thursday,M01AE,2.34
11/7/2014,2014,11,276,Friday,M01AE,10.34
11/8/2014,2014,11,276,Saturday,M01AE,7.02
11/9/2014,2014,11,276,Sunday,M01AE,4.34
11/10/2014,2014,11,276,Monday,M01AE,5.32
11/11/2014,2014,11,276,Tuesday,M01AE,4.0
11/12/2014,2014,11,276,Wednesday,M01AE,5.0
11/13/2014,2014,11,276,Thursday,M01AE,2.0
11/15/2014,2014,11,276,Saturday,M01AE,5.34
11/16/2014,2014,11,276,Sunday,M01AE,2.68
11/17/2014,2014,11,276,Monday,M01AE,5.01
11/18/2014,2014,11,276,Tuesday,M01AE,2.0
11/19/2014,2014,11,276,Wednesday,M01AE,3.67
11/20/2014,2014,11,276,Thursday,M01AE,7.0
11/21/2014,2014,11,276,Friday,M01AE,1.34
11/22/2014,2014,11,276,Saturday,M01AE,2.34
11/23/2014,2014,11,276,Sunday,M01AE,3.68
11/24/2014,2014,11,276,Monday,M01AE,3.0
11/25/2014,2014,11,276,Tuesday,M01AE,1.68
11/26/2014,2014,11,276,Wednesday,M01AE,5.0
11/27/2014,2014,11,276,Thursday,M01AE,3.67
11/28/2014,2014,11,276,Friday,M01AE,1.4
11/29/2014,2014,11,276,Saturday,M01AE,2.01
11/30/2014,2014,11,276,Sunday,M01AE,1.33
12/1/2014,2014,12,276,Monday,M01AE,4.01
12/2/2014,2014,12,276,Tuesday,M01AE,4.33
12/3/2014,2014,12,276,Wednesday,M01AE,3.33
12/4/2014,2014,12,276,Thursday,M01AE,4.34
12/5/2014,2014,12,276,Friday,M01AE,5.68
12/6/2014,2014,12,276,Saturday,M01AE,3.68
12/7/2014,2014,12,276,Sunday,M01AE,4.911
12/8/2014,2014,12,276,Monday,M01AE,3.33
12/9/2014,2014,12,276,Tuesday,M01AE,2.34
12/10/2014,2014,12,276,Wednesday,M01AE,3.0
12/11/2014,2014,12,276,Thursday,M01AE,5.33
12/12/2014,2014,12,276,Friday,M01AE,2.34
12/13/2014,2014,12,276,Saturday,M01AE,3.34
12/14/2014,2014,12,276,Sunday,M01AE,2.34
12/15/2014,2014,12,276,Monday,M01AE,4.02
12/16/2014,2014,12,276,Tuesday,M01AE,1.34
12/17/2014,2014,12,276,Wednesday,M01AE,3.67
12/18/2014,2014,12,276,Thursday,M01AE,3.67
12/20/2014,2014,12,276,Saturday,M01AE,3.66
12/21/2014,2014,12,276,Sunday,M01AE,4.33
12/22/2014,2014,12,276,Monday,M01AE,4.68
12/23/2014,2014,12,276,Tuesday,M01AE,3.0
12/24/2014,2014,12,276,Wednesday,M01AE,3.0
12/25/2014,2014,12,276,Thursday,M01AE,2.0
12/26/2014,2014,12,276,Friday,M01AE,4.01
12/27/2014,2014,12,276,Saturday,M01AE,5.34
12/28/2014,2014,12,276,Sunday,M01AE,10.76
12/29/2014,2014,12,276,Monday,M01AE,3.66
12/30/2014,2014,12,276,Tuesday,M01AE,5.63
12/31/2014,2014,12,276,Wednesday,M01AE,6.33
1/2/2015,2015,1,276,Friday,M01AE,5.33
1/3/2015,2015,1,276,Saturday,M01AE,4.67
1/4/2015,2015,1,276,Sunday,M01AE,8.92
1/5/2015,2015,1,276,Monday,M01AE,3.32
1/6/2015,2015,1,276,Tuesday,M01AE,9.37
1/8/2015,2015,1,276,Thursday,M01AE,7.077
1/9/2015,2015,1,276,Friday,M01AE,4.34
1/10/2015,2015,1,276,Saturday,M01AE,5.864
1/11/2015,2015,1,276,Sunday,M01AE,7.34
1/12/2015,2015,1,276,Monday,M01AE,3.34
1/13/2015,2015,1,276,Tuesday,M01AE,4.66
1/14/2015,2015,1,276,Wednesday,M01AE,3.34
1/15/2015,2015,1,276,Thursday,M01AE,3.0
1/16/2015,2015,1,276,Friday,M01AE,5.99
1/17/2015,2015,1,276,Saturday,M01AE,5.68
1/18/2015,2015,1,276,Sunday,M01AE,4.34
1/19/2015,2015,1,276,Monday,M01AE,2.68
1/20/2015,2015,1,276,Tuesday,M01AE,0.33
1/21/2015,2015,1,276,Wednesday,M01AE,1.0
1/22/2015,2015,1,276,Thursday,M01AE,1.34
1/23/2015,2015,1,276,Friday,M01AE,4.728
1/24/2015,2015,1,276,Saturday,M01AE,3.33
1/25/2015,2015,1,276,Sunday,M01AE,1.13
1/26/2015,2015,1,276,Monday,M01AE,4.67
1/27/2015,2015,1,276,Tuesday,M01AE,6.33
1/28/2015,2015,1,276,Wednesday,M01AE,5.34
1/29/2015,2015,1,276,Thursday,M01AE,5.71
1/30/2015,2015,1,276,Friday,M01AE,1.068
1/31/2015,2015,1,276,Saturday,M01AE,6.112
2/1/2015,2015,2,276,Sunday,M01AE,7.35
2/2/2015,2015,2,276,Monday,M01AE,4.0
2/3/2015,2015,2,276,Tuesday,M01AE,3.0
2/4/2015,2015,2,276,Wednesday,M01AE,2.67
2/5/2015,2015,2,276,Thursday,M01AE,5.57
2/6/2015,2015,2,276,Friday,M01AE,3.33
2/7/2015,2015,2,276,Saturday,M01AE,5.0
2/8/2015,2015,2,276,Sunday,M01AE,7.759
2/9/2015,2015,2,276,Monday,M01AE,3.54
2/10/2015,2015,2,276,Tuesday,M01AE,8.67
2/11/2015,2015,2,276,Wednesday,M01AE,5.14
2/12/2015,2015,2,276,Thursday,M01AE,4.0
2/13/2015,2015,2,276,Friday,M01AE,4.23
2/14/2015,2015,2,276,Saturday,M01AE,1.736
2/15/2015,2015,2,276,Sunday,M01AE,2.33
2/16/2015,2015,2,276,Monday,M01AE,3.75
2/17/2015,2015,2,276,Tuesday,M01AE,8.693
2/18/2015,2015,2,276,Wednesday,M01AE,2.66
2/19/2015,2015,2,276,Thursday,M01AE,3.332
2/20/2015,2015,2,276,Friday,M01AE,4.66
2/21/2015,2015,2,276,Saturday,M01AE,5.347
2/22/2015,2015,2,276,Sunday,M01AE,4.34
2/23/2015,2015,2,276,Monday,M01AE,3.16
2/24/2015,2015,2,276,Tuesday,M01AE,3.34
2/25/2015,2015,2,276,Wednesday,M01AE,6.33
2/26/2015,2015,2,276,Thursday,M01AE,2.0
2/27/2015,2015,2,276,Friday,M01AE,4.473
2/28/2015,2015,2,276,Saturday,M01AE,3.33
3/1/2015,2015,3,276,Sunday,M01AE,7.893
3/2/2015,2015,3,276,Monday,M01AE,4.68
3/3/2015,2015,3,276,Tuesday,M01AE,6.03
3/4/2015,2015,3,276,Wednesday,M01AE,5.67
3/5/2015,2015,3,276,Thursday,M01AE,2.33
3/6/2015,2015,3,276,Friday,M01AE,2.67
3/7/2015,2015,3,276,Saturday,M01AE,1.0
3/8/2015,2015,3,276,Sunday,M01AE,3.397
3/9/2015,2015,3,276,Monday,M01AE,3.0
3/10/2015,2015,3,276,Tuesday,M01AE,3.66
3/11/2015,2015,3,276,Wednesday,M01AE,5.0
3/12/2015,2015,3,276,Thursday,M01AE,6.387
3/13/2015,2015,3,276,Friday,M01AE,3.33
3/14/2015,2015,3,276,Saturday,M01AE,4.33
3/15/2015,2015,3,276,Sunday,M01AE,4.16
3/16/2015,2015,3,276,Monday,M01AE,3.01
3/17/2015,2015,3,276,Tuesday,M01AE,3.0
3/18/2015,2015,3,276,Wednesday,M01AE,2.0
3/19/2015,2015,3,276,Thursday,M01AE,2.33
3/20/2015,2015,3,276,Friday,M01AE,7.0
3/21/2015,2015,3,276,Saturday,M01AE,3.34
3/22/2015,2015,3,276,Sunday,M01AE,6.67
3/23/2015,2015,3,276,Monday,M01AE,4.34
3/24/2015,2015,3,276,Tuesday,M01AE,5.472
3/25/2015,2015,3,276,Wednesday,M01AE,8.66
3/26/2015,2015,3,276,Thursday,M01AE,1.747
3/27/2015,2015,3,276,Friday,M01AE,2.67
3/28/2015,2015,3,276,Saturday,M01AE,3.056
3/29/2015,2015,3,276,Sunday,M01AE,5.727
3/30/2015,2015,3,276,Monday,M01AE,4.827
3/31/2015,2015,3,276,Tuesday,M01AE,2.0
4/1/2015,2015,4,276,Wednesday,M01AE,1.33
4/2/2015,2015,4,276,Thursday,M01AE,3.99
4/3/2015,2015,4,276,Friday,M01AE,2.32
4/4/2015,2015,4,276,Saturday,M01AE,4.33
4/5/2015,2015,4,276,Sunday,M01AE,5.01
4/6/2015,2015,4,276,Monday,M01AE,3.33
4/7/2015,2015,4,276,Tuesday,M01AE,3.66
4/8/2015,2015,4,276,Wednesday,M01AE,2.33
4/9/2015,2015,4,276,Thursday,M01AE,6.0
4/10/2015,2015,4,276,Friday,M01AE,6.505
4/11/2015,2015,4,276,Saturday,M01AE,3.0
4/13/2015,2015,4,276,Monday,M01AE,1.34
4/14/2015,2015,4,276,Tuesday,M01AE,6.01
4/15/2015,2015,4,276,Wednesday,M01AE,2.33
4/16/2015,2015,4,276,Thursday,M01AE,1.0
4/17/2015,2015,4,276,Friday,M01AE,3.66
4/18/2015,2015,4,276,Saturday,M01AE,3.0
4/19/2015,2015,4,276,Sunday,M01AE,5.528
4/20/2015,2015,4,276,Monday,M01AE,5.043
4/21/2015,2015,4,276,Tuesday,M01AE,1.0
4/22/2015,2015,4,276,Wednesday,M01AE,4.627
4/23/2015,2015,4,276,Thursday,M01AE,1.0
4/24/2015,2015,4,276,Friday,M01AE,1.0
4/25/2015,2015,4,276,Saturday,M01AE,3.165
4/26/2015,2015,4,276,Sunday,M01AE,6.0
4/27/2015,2015,4,276,Monday,M01AE,0.78
4/28/2015,2015,4,276,Tuesday,M01AE,4.67
4/29/2015,2015,4,276,Wednesday,M01AE,0.43
4/30/2015,2015,4,276,Thursday,M01AE,8.727
5/1/2015,2015,5,276,Friday,M01AE,1.68
5/2/2015,2015,5,276,Saturday,M01AE,3.66
5/3/2015,2015,5,276,Sunday,M01AE,1.066
5/4/2015,2015,5,276,Monday,M01AE,4.723
5/5/2015,2015,5,276,Tuesday,M01AE,3.462
5/6/2015,2015,5,276,Wednesday,M01AE,6.497
5/7/2015,2015,5,276,Thursday,M01AE,3.34
5/8/2015,2015,5,276,Friday,M01AE,6.34
5/9/2015,2015,5,276,Saturday,M01AE,4.34
5/10/2015,2015,5,276,Sunday,M01AE,5.427
5/11/2015,2015,5,276,Monday,M01AE,6.66
5/12/2015,2015,5,276,Tuesday,M01AE,1.99
5/13/2015,2015,5,276,Wednesday,M01AE,3.44
5/14/2015,2015,5,276,Thursday,M01AE,5.067
5/15/2015,2015,5,276,Friday,M01AE,6.53
5/16/2015,2015,5,276,Saturday,M01AE,4.066
5/17/2015,2015,5,276,Sunday,M01AE,3.33
5/18/2015,2015,5,276,Monday,M01AE,2.713
5/19/2015,2015,5,276,Tuesday,M01AE,1.66
5/20/2015,2015,5,276,Wednesday,M01AE,6.465
5/21/2015,2015,5,276,Thursday,M01AE,1.957
5/22/2015,2015,5,276,Friday,M01AE,0.198
5/23/2015,2015,5,276,Saturday,M01AE,2.69
5/24/2015,2015,5,276,Sunday,M01AE,7.769
5/25/2015,2015,5,276,Monday,M01AE,3.33
5/26/2015,2015,5,276,Tuesday,M01AE,3.34
5/27/2015,2015,5,276,Wednesday,M01AE,2.66
5/28/2015,2015,5,276,Thursday,M01AE,2.33
5/29/2015,2015,5,276,Friday,M01AE,5.01
5/30/2015,2015,5,276,Saturday,M01AE,2.68
5/31/2015,2015,5,276,Sunday,M01AE,4.697
6/1/2015,2015,6,276,Monday,M01AE,5.0
6/2/2015,2015,6,276,Tuesday,M01AE,8.0
6/3/2015,2015,6,276,Wednesday,M01AE,1.66
6/4/2015,2015,6,276,Thursday,M01AE,4.0
6/5/2015,2015,6,276,Friday,M01AE,0.67
6/6/2015,2015,6,276,Saturday,M01AE,3.68
6/7/2015,2015,6,276,Sunday,M01AE,5.01
6/8/2015,2015,6,276,Monday,M01AE,5.66
6/9/2015,2015,6,276,Tuesday,M01AE,4.0
6/10/2015,2015,6,276,Wednesday,M01AE,3.01
6/11/2015,2015,6,276,Thursday,M01AE,2.33
6/12/2015,2015,6,276,Friday,M01AE,1.66
6/13/2015,2015,6,276,Saturday,M01AE,4.66
6/14/2015,2015,6,276,Sunday,M01AE,3.67
6/15/2015,2015,6,276,Monday,M01AE,3.36
6/16/2015,2015,6,276,Tuesday,M01AE,3.34
6/17/2015,2015,6,276,Wednesday,M01AE,3.32
6/18/2015,2015,6,276,Thursday,M01AE,5.33
6/19/2015,2015,6,276,Friday,M01AE,4.01
6/20/2015,2015,6,276,Saturday,M01AE,3.0
6/21/2015,2015,6,276,Sunday,M01AE,0.68
6/22/2015,2015,6,276,Monday,M01AE,6.99
6/23/2015,2015,6,276,Tuesday,M01AE,5.67
6/24/2015,2015,6,276,Wednesday,M01AE,4.0
6/25/2015,2015,6,276,Thursday,M01AE,4.34
6/26/2015,2015,6,276,Friday,M01AE,0.33
6/27/2015,2015,6,276,Saturday,M01AE,3.33
6/28/2015,2015,6,276,Sunday,M01AE,4.65
6/29/2015,2015,6,276,Monday,M01AE,3.66
6/30/2015,2015,6,276,Tuesday,M01AE,4.67
7/1/2015,2015,7,276,Wednesday,M01AE,5.68
7/2/2015,2015,7,276,Thursday,M01AE,2.0
7/3/2015,2015,7,276,Friday,M01AE,4.33
7/4/2015,2015,7,276,Saturday,M01AE,2.34
7/5/2015,2015,7,276,Sunday,M01AE,4.34
7/6/2015,2015,7,276,Monday,M01AE,4.68
7/7/2015,2015,7,276,Tuesday,M01AE,4.68
7/8/2015,2015,7,276,Wednesday,M01AE,1.35
7/9/2015,2015,7,276,Thursday,M01AE,1.67
7/10/2015,2015,7,276,Friday,M01AE,6.34
7/11/2015,2015,7,276,Saturday,M01AE,2.33
7/12/2015,2015,7,276,Sunday,M01AE,5.33
7/13/2015,2015,7,276,Monday,M01AE,0.66
7/14/2015,2015,7,276,Tuesday,M01AE,4.33
7/15/2015,2015,7,276,Wednesday,M01AE,1.66
7/16/2015,2015,7,276,Thursday,M01AE,3.33
7/17/2015,2015,7,276,Friday,M01AE,1.33
7/18/2015,2015,7,276,Saturday,M01AE,7.38
7/19/2015,2015,7,276,Sunday,M01AE,1.68
7/20/2015,2015,7,276,Monday,M01AE,4.67
7/21/2015,2015,7,276,Tuesday,M01AE,1.0
7/22/2015,2015,7,276,Wednesday,M01AE,0.34
7/23/2015,2015,7,276,Thursday,M01AE,4.0
7/24/2015,2015,7,276,Friday,M01AE,6.34
7/25/2015,2015,7,276,Saturday,M01AE,4.0
7/26/2015,2015,7,276,Sunday,M01AE,2.99
7/27/2015,2015,7,276,Monday,M01AE,3.34
7/28/2015,2015,7,276,Tuesday,M01AE,6.02
7/29/2015,2015,7,276,Wednesday,M01AE,3.34
7/30/2015,2015,7,276,Thursday,M01AE,3.33
7/31/2015,2015,7,276,Friday,M01AE,9.0
8/1/2015,2015,8,276,Saturday,M01AE,5.0
8/2/2015,2015,8,276,Sunday,M01AE,6.7
8/3/2015,2015,8,276,Monday,M01AE,2.33
8/4/2015,2015,8,276,Tuesday,M01AE,2.33
8/5/2015,2015,8,276,Wednesday,M01AE,3.33
8/6/2015,2015,8,276,Thursday,M01AE,1.67
8/7/2015,2015,8,276,Friday,M01AE,4.0
8/8/2015,2015,8,276,Saturday,M01AE,5.33
8/9/2015,2015,8,276,Sunday,M01AE,3.66
8/10/2015,2015,8,276,Monday,M01AE,5.68
8/11/2015,2015,8,276,Tuesday,M01AE,6.66
8/12/2015,2015,8,276,Wednesday,M01AE,7.693
8/13/2015,2015,8,276,Thursday,M01AE,2.0
8/14/2015,2015,8,276,Friday,M01AE,4.66
8/15/2015,2015,8,276,Saturday,M01AE,6.34
8/16/2015,2015,8,276,Sunday,M01AE,4.67
8/17/2015,2015,8,276,Monday,M01AE,3.0
8/18/2015,2015,8,276,Tuesday,M01AE,2.67
8/19/2015,2015,8,276,Wednesday,M01AE,2.66
8/20/2015,2015,8,276,Thursday,M01AE,3.68
8/21/2015,2015,8,276,Friday,M01AE,0.67
8/22/2015,2015,8,276,Saturday,M01AE,6.736
8/23/2015,2015,8,276,Sunday,M01AE,5.33
8/24/2015,2015,8,276,Monday,M01AE,3.66
8/25/2015,2015,8,276,Tuesday,M01AE,2.67
8/26/2015,2015,8,276,Wednesday,M01AE,4.02
8/27/2015,2015,8,276,Thursday,M01AE,3.0
8/28/2015,2015,8,276,Friday,M01AE,8.67
8/29/2015,2015,8,276,Saturday,M01AE,10.34
8/30/2015,2015,8,276,Sunday,M01AE,6.02
8/31/2015,2015,8,276,Monday,M01AE,9.34
9/1/2015,2015,9,276,Tuesday,M01AE,2.84
9/2/2015,2015,9,276,Wednesday,M01AE,7.0
9/3/2015,2015,9,276,Thursday,M01AE,3.68
9/4/2015,2015,9,276,Friday,M01AE,2.68
9/5/2015,2015,9,276,Saturday,M01AE,6.01
9/6/2015,2015,9,276,Sunday,M01AE,9.67
9/7/2015,2015,9,276,Monday,M01AE,6.124
9/8/2015,2015,9,276,Tuesday,M01AE,1.693
9/9/2015,2015,9,276,Wednesday,M01AE,3.0
9/10/2015,2015,9,276,Thursday,M01AE,3.99
9/11/2015,2015,9,276,Friday,M01AE,5.0
9/12/2015,2015,9,276,Saturday,M01AE,7.66
9/13/2015,2015,9,276,Sunday,M01AE,6.165
9/14/2015,2015,9,276,Monday,M01AE,5.0
9/15/2015,2015,9,276,Tuesday,M01AE,5.076
9/16/2015,2015,9,276,Wednesday,M01AE,4.835
9/17/2015,2015,9,276,Thursday,M01AE,6.33
9/18/2015,2015,9,276,Friday,M01AE,1.33
9/19/2015,2015,9,276,Saturday,M01AE,0.99
9/20/2015,2015,9,276,Sunday,M01AE,3.99
9/21/2015,2015,9,276,Monday,M01AE,10.0
9/22/2015,2015,9,276,Tuesday,M01AE,1.33
9/23/2015,2015,9,276,Wednesday,M01AE,4.056
9/24/2015,2015,9,276,Thursday,M01AE,4.34
9/25/2015,2015,9,276,Friday,M01AE,4.98
9/26/2015,2015,9,276,Saturday,M01AE,3.33
9/27/2015,2015,9,276,Sunday,M01AE,3.0
9/28/2015,2015,9,276,Monday,M01AE,1.33
9/29/2015,2015,9,276,Tuesday,M01AE,4.363
9/30/2015,2015,9,276,Wednesday,M01AE,4.33
10/1/2015,2015,10,276,Thursday,M01AE,5.99
10/2/2015,2015,10,276,Friday,M01AE,4.726
10/3/2015,2015,10,276,Saturday,M01AE,5.34
10/4/2015,2015,10,276,Sunday,M01AE,4.0
10/5/2015,2015,10,276,Monday,M01AE,2.373
10/6/2015,2015,10,276,Tuesday,M01AE,3.66
10/7/2015,2015,10,276,Wednesday,M01AE,2.66
10/8/2015,2015,10,276,Thursday,M01AE,4.33
10/9/2015,2015,10,276,Friday,M01AE,2.769
10/10/2015,2015,10,276,Saturday,M01AE,5.66
10/11/2015,2015,10,276,Sunday,M01AE,2.792
10/12/2015,2015,10,276,Monday,M01AE,7.33
10/13/2015,2015,10,276,Tuesday,M01AE,7.0
10/14/2015,2015,10,276,Wednesday,M01AE,7.33
10/15/2015,2015,10,276,Thursday,M01AE,5.726
10/16/2015,2015,10,276,Friday,M01AE,3.33
10/17/2015,2015,10,276,Saturday,M01AE,2.837
10/18/2015,2015,10,276,Sunday,M01AE,6.54
10/19/2015,2015,10,276,Monday,M01AE,3.802
10/20/2015,2015,10,276,Tuesday,M01AE,1.99
10/21/2015,2015,10,276,Wednesday,M01AE,2.363
10/22/2015,2015,10,276,Thursday,M01AE,0.34
10/23/2015,2015,10,276,Friday,M01AE,1.66
10/24/2015,2015,10,276,Saturday,M01AE,8.35
10/25/2015,2015,10,276,Sunday,M01AE,3.33
10/26/2015,2015,10,276,Monday,M01AE,5.33
10/27/2015,2015,10,276,Tuesday,M01AE,2.0
10/28/2015,2015,10,276,Wednesday,M01AE,1.66
10/29/2015,2015,10,276,Thursday,M01AE,3.693
10/30/2015,2015,10,276,Friday,M01AE,3.67
10/31/2015,2015,10,276,Saturday,M01AE,4.65
11/1/2015,2015,11,276,Sunday,M01AE,7.99
11/2/2015,2015,11,276,Monday,M01AE,4.33
11/3/2015,2015,11,276,Tuesday,M01AE,4.35
11/4/2015,2015,11,276,Wednesday,M01AE,2.34
11/5/2015,2015,11,276,Thursday,M01AE,3.561
11/6/2015,2015,11,276,Friday,M01AE,6.736
11/7/2015,2015,11,276,Saturday,M01AE,3.11
11/8/2015,2015,11,276,Sunday,M01AE,3.67
11/9/2015,2015,11,276,Monday,M01AE,6.198
11/10/2015,2015,11,276,Tuesday,M01AE,7.482
11/11/2015,2015,11,276,Wednesday,M01AE,5.34
11/12/2015,2015,11,276,Thursday,M01AE,4.33
11/13/2015,2015,11,276,Friday,M01AE,2.44
11/14/2015,2015,11,276,Saturday,M01AE,0.33
11/15/2015,2015,11,276,Sunday,M01AE,11.99
11/16/2015,2015,11,276,Monday,M01AE,3.67
11/17/2015,2015,11,276,Tuesday,M01AE,4.693
11/18/2015,2015,11,276,Wednesday,M01AE,5.33
11/19/2015,2015,11,276,Thursday,M01AE,2.99
11/20/2015,2015,11,276,Friday,M01AE,1.66
11/21/2015,2015,11,276,Saturday,M01AE,2.01
11/22/2015,2015,11,276,Sunday,M01AE,3.439
11/23/2015,2015,11,276,Monday,M01AE,1.0
11/24/2015,2015,11,276,Tuesday,M01AE,6.33
11/25/2015,2015,11,276,Wednesday,M01AE,5.33
11/26/2015,2015,11,276,Thursday,M01AE,4.0
11/27/2015,2015,11,276,Friday,M01AE,4.373
11/28/2015,2015,11,276,Saturday,M01AE,3.66
11/29/2015,2015,11,276,Sunday,M01AE,3.726
11/30/2015,2015,11,276,Monday,M01AE,1.825
12/1/2015,2015,12,276,Tuesday,M01AE,2.023
12/2/2015,2015,12,276,Wednesday,M01AE,3.33
12/3/2015,2015,12,276,Thursday,M01AE,3.0
12/4/2015,2015,12,276,Friday,M01AE,4.759
12/5/2015,2015,12,276,Saturday,M01AE,3.033
12/6/2015,2015,12,276,Sunday,M01AE,7.0
12/7/2015,2015,12,276,Monday,M01AE,2.099
12/8/2015,2015,12,276,Tuesday,M01AE,6.34
12/9/2015,2015,12,276,Wednesday,M01AE,3.472
12/10/2015,2015,12,276,Thursday,M01AE,10.69
12/11/2015,2015,12,276,Friday,M01AE,6.165
12/12/2015,2015,12,276,Saturday,M01AE,3.2
12/13/2015,2015,12,276,Sunday,M01AE,4.32
12/14/2015,2015,12,276,Monday,M01AE,3.0
12/15/2015,2015,12,276,Tuesday,M01AE,2.0
12/16/2015,2015,12,276,Wednesday,M01AE,4.0
12/17/2015,2015,12,276,Thursday,M01AE,3.01
12/18/2015,2015,12,276,Friday,M01AE,8.901
12/20/2015,2015,12,276,Sunday,M01AE,3.474
12/21/2015,2015,12,276,Monday,M01AE,6.34
12/23/2015,2015,12,276,Wednesday,M01AE,4.01
12/24/2015,2015,12,276,Thursday,M01AE,3.396
12/25/2015,2015,12,276,Friday,M01AE,4.66
12/26/2015,2015,12,276,Saturday,M01AE,1.66
12/27/2015,2015,12,276,Sunday,M01AE,6.792
12/28/2015,2015,12,276,Monday,M01AE,5.099
12/29/2015,2015,12,276,Tuesday,M01AE,2.33
12/30/2015,2015,12,276,Wednesday,M01AE,7.089
12/31/2015,2015,12,276,Thursday,M01AE,6.099
1/2/2016,2016,1,276,Saturday,M01AE,1.02
1/3/2016,2016,1,276,Sunday,M01AE,4.0
1/4/2016,2016,1,276,Monday,M01AE,5.99
1/5/2016,2016,1,276,Tuesday,M01AE,5.99
1/6/2016,2016,1,276,Wednesday,M01AE,3.0
1/8/2016,2016,1,276,Friday,M01AE,3.463
1/9/2016,2016,1,276,Saturday,M01AE,2.66
1/10/2016,2016,1,276,Sunday,M01AE,4.033
1/11/2016,2016,1,276,Monday,M01AE,5.66
1/12/2016,2016,1,276,Tuesday,M01AE,3.132
1/13/2016,2016,1,276,Wednesday,M01AE,1.66
1/14/2016,2016,1,276,Thursday,M01AE,5.155
1/15/2016,2016,1,276,Friday,M01AE,4.66
1/16/2016,2016,1,276,Saturday,M01AE,5.34
1/17/2016,2016,1,276,Sunday,M01AE,1.604
1/18/2016,2016,1,276,Monday,M01AE,2.99
1/19/2016,2016,1,276,Tuesday,M01AE,5.66
1/20/2016,2016,1,276,Wednesday,M01AE,3.363
1/21/2016,2016,1,276,Thursday,M01AE,1.43
1/22/2016,2016,1,276,Friday,M01AE,7.678
1/23/2016,2016,1,276,Saturday,M01AE,6.132
1/24/2016,2016,1,276,Sunday,M01AE,6.122
1/25/2016,2016,1,276,Monday,M01AE,4.26
1/26/2016,2016,1,276,Tuesday,M01AE,4.069
1/27/2016,2016,1,276,Wednesday,M01AE,4.429
1/28/2016,2016,1,276,Thursday,M01AE,6.66
1/29/2016,2016,1,276,Friday,M01AE,8.67
1/30/2016,2016,1,276,Saturday,M01AE,4.429
1/31/2016,2016,1,276,Sunday,M01AE,5.143
2/1/2016,2016,2,276,Monday,M01AE,5.0
2/2/2016,2016,2,276,Tuesday,M01AE,4.878
2/3/2016,2016,2,276,Wednesday,M01AE,6.693
2/4/2016,2016,2,276,Thursday,M01AE,4.0
2/5/2016,2016,2,276,Friday,M01AE,2.0
2/6/2016,2016,2,276,Saturday,M01AE,10.33
2/7/2016,2016,2,276,Sunday,M01AE,6.056
2/8/2016,2016,2,276,Monday,M01AE,6.99
2/9/2016,2016,2,276,Tuesday,M01AE,3.33
2/10/2016,2016,2,276,Wednesday,M01AE,4.703
2/11/2016,2016,2,276,Thursday,M01AE,4.156
2/12/2016,2016,2,276,Friday,M01AE,6.429
2/13/2016,2016,2,276,Saturday,M01AE,3.67
2/14/2016,2016,2,276,Sunday,M01AE,7.34
2/15/2016,2016,2,276,Monday,M01AE,5.33
2/16/2016,2016,2,276,Tuesday,M01AE,2.32
2/17/2016,2016,2,276,Wednesday,M01AE,5.0
2/18/2016,2016,2,276,Thursday,M01AE,1.0
2/19/2016,2016,2,276,Friday,M01AE,1.67
2/20/2016,2016,2,276,Saturday,M01AE,4.122
2/21/2016,2016,2,276,Sunday,M01AE,4.0
2/22/2016,2016,2,276,Monday,M01AE,5.32
2/23/2016,2016,2,276,Tuesday,M01AE,2.33
2/24/2016,2016,2,276,Wednesday,M01AE,2.33
2/25/2016,2016,2,276,Thursday,M01AE,3.99
2/26/2016,2016,2,276,Friday,M01AE,5.848
2/27/2016,2016,2,276,Saturday,M01AE,7.0
2/28/2016,2016,2,276,Sunday,M01AE,4.033
2/29/2016,2016,2,276,Monday,M01AE,7.66
3/1/2016,2016,3,276,Tuesday,M01AE,4.0
3/2/2016,2016,3,276,Wednesday,M01AE,10.396
3/3/2016,2016,3,276,Thursday,M01AE,2.0
3/4/2016,2016,3,276,Friday,M01AE,0.99
3/5/2016,2016,3,276,Saturday,M01AE,4.891
3/6/2016,2016,3,276,Sunday,M01AE,8.145
3/7/2016,2016,3,276,Monday,M01AE,7.34
3/8/2016,2016,3,276,Tuesday,M01AE,6.66
3/9/2016,2016,3,276,Wednesday,M01AE,5.67
3/10/2016,2016,3,276,Thursday,M01AE,10.33
3/11/2016,2016,3,276,Friday,M01AE,4.363
3/12/2016,2016,3,276,Saturday,M01AE,6.373
3/13/2016,2016,3,276,Sunday,M01AE,4.134
3/14/2016,2016,3,276,Monday,M01AE,3.32
3/15/2016,2016,3,276,Tuesday,M01AE,3.32
3/16/2016,2016,3,276,Wednesday,M01AE,13.34
3/17/2016,2016,3,276,Thursday,M01AE,5.396
3/18/2016,2016,3,276,Friday,M01AE,5.353
3/19/2016,2016,3,276,Saturday,M01AE,8.33
